Document ID,comment_text,sample_type,gold_topics,gold_stance,emerging_notes
MARAD-2019-0093-0247,"I endorse 100% the following comments and I would like to submit them as my own. No need to re-invent the wheel. I would like to express opposition to the Texas GulfLink LLC application for a Deepwater Port License from the Maritime Administration and the Army Corps of Engineers, raise concerns with significant inadequacies in the project's environmental review, and request a public hearing on the USACE permitting process due to the extreme risks the project presents to our communities including flooding, contamination of our water supply, the Brazos Watershed, and Gulf Waters. I am concerned that construction and operation of the export facility would only benefit oil and gas industry interests while polluting local communities and the Gulf of Mexico's coastal and marine ecosystems, and escalating the global climate crisis. Brazoria County is home to some of the state's most precious natural resources. Beyond their intrinsic natural beauty, our healthy beaches and wetlands provide effective storm damage and flood protection; offer residents and visitors recreational opportunities; and provide unique environmental habitats. When the GulfLink pipeline ruptures it will contaminate the Justin Hurst Wildlife Management Area, a rich, bio-diverse wetland wildlife sanctuary prized for waterfowl hunting. Our coastal region is an economic engine filled with recreational opportunities and environmental treasures that deserve to be protected. I am deeply concerned about potentially catastrophic impacts of another major oil spill in the Gulf of Mexico. Our Gulf marine life has suffered tremendously from the Deepwater Horizon spill, killing sea turtles and nearly destroying the dolphin population. Oil, gas, and chemical infrastructure dominate the Gulf and leak toxic chemicals and oil, contaminating our waters every year. In 2018, NOAA reported 137 significant"" oil spills in the U.S., most of them occurring in the Gulf of Mexico, making the recovery of endangered species includi",random,oil_spill_risk|climate_emissions|marine_wildlife|fisheries|wetlands_coast,oppose,"water_quality, flood_risk, environmental_review, NEPA_process, public_health"
MARAD-2019-0093-0316,"I am very impressed with the level of detail provided and assessed in the environmental impact statement draft version. I had no idea this much review would be performed by the maritime administration and coast guard. With that said, I support Texas GulfLink and other projects like this. The oil and gas industry represent a huge aspect of our economy and way of life. It is great that new energy sources (renewables) are starting to form, however billions of people are not able to transport themselves via solar panels. The alternative infrastructure is still developing. Maybe we'll get there one day, but not this decade. It's also very dangerous to consider the disposal of batteries and wind blades. Developing countries need access to cleaner and affordable energy sources, like oil. There are studies that show this. Lastly, please note that outside special interests groups do not speak for all of us here on the Gulf Coast.",random,national_interest,support,
MARAD-2019-0093-2911,Comments by Citizens for Clean Air and Clean Water on Texas GulfLink Project's Draft Environmental Impact Statement,random,oil_spill_risk|climate_emissions|air_quality|environmental_justice|wetlands_coast,oppose,"water_quality, flood_risk, environmental_review, NEPA_process"
MARAD-2019-0093-2986,"RE: Deepwater Port License Application--Texas GulfLink LLC. Docket Number: MARAD-2019-0093 Dear Admiral Phillips, I am writing to express opposition to Texas GulfLink LLC’s application for a Deepwater Port License from the Maritime Administration (MARAD-2019-0093), and raise concerns with significant inadequacies in the project’s supplemental environmental review (SDEIS). First and foremost, I am concerned that construction and operation of the export facility would only benefit oil and gas industry interests while placing massive burdens on local communities, the Gulf of Mexico’s coastal and marine ecosystems, and the global climate. This project therefore is not in the “national interest.” I am deeply concerned about potentially catastrophic impacts of a major oil spill in the Gulf of Mexico. It has been ten years since the Deepwater Horizon disaster that decimated our Gulf Coast - our marine ecosystems and coastal communities are still struggling to recover and can’t afford another disaster. The SDEIS does not adequately analyze oil spill risks, especially potential impacts on the endangered Black Rail and critically endangered Kemp’s Ridley Sea Turtle. Impacts from air pollution emissions associated with this project are also of deep concern. Local residents cannot afford the additional pollution burdens, as the region is already classified as nonattainment for EPA’s health-based air quality standards for ozone, and NOx emissions would also exceed the threshold for concern. I am alarmed that the SDEIS does not consider the very real and foreseeable direct and indirect impacts of the project’s greenhouse gas emissions on climate change. 2020 was a record storm season for the Gulf, battering many communities with flooding from storm surges. It is widely understood that crude exports are driving the rapid increase of oil and gas drilling in the Permian Basin - oil that could otherwise be left in the ground. MARAD must analyze the full lifecycle climate impacts of o",random,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|wetlands_coast|national_interest,oppose,"public_health, environmental_review, flood_risk, NEPA_process"
MARAD-2019-0093-3070,Once again I am urging denial of this project. The tank farm would be near my house and the homes of my neighbors and family. The area where the tank farm is planned is prone to flooding. I urge a NO vote.,random,NONE,oppose,"flood_risk, property_rights"
MARAD-2019-0093-4759,"Thanks for reading this. The Texas GulfLink project, owned by Sentinel Midstream, aims to transport 1 million barrels of crude oil per day to buyers overseas. Oil will be received via an onshore pipeline from Houston into above-ground storage tanks near Jones Creek, a flood zone, and then transported offshore to mooring buoys in the Gulf of Mexico. This project, situated just seven miles from the recently approved Sea Port Oil Terminal, risks significant oil spills, coastal wetland destruction, ecosystem threats, community endangerment, and extensive greenhouse gas emissions, violating President Biden's climate policies. GulfLink will directly impact low-income communities, communities of color, and Indigenous lands, already suffering from the impacts of the climate crisis as a result of fossil fuel emissions. Communities near these projects face severe health risks, including asthma, respiratory illness, and cancer. GulfLink will worsen air pollution in Brazoria County, which already fails to meet clean air standards, and threaten local water supplies. The safety risks are heightened by the proposed location in a floodplain, with potential for devastating oil spills. We need to put an end to the destructive fossil fuel industry. Stop GulfLink and protect the people and environment of Texas! Sincerely, Mr. kirk francis luddite33dirk@aol.com",random,oil_spill_risk|climate_emissions|air_quality|environmental_justice|marine_wildlife|wetlands_coast,oppose,"flood_risk, environmental_review, NEPA_process, public_health"
MARAD-2019-0093-3064,"I absolutely support the Texas GulfLink project as it will provide the US with an economical and environmentally friendly solution to fully load VLCCs as opposed to the most common process of reverse lightering which uses multiple vessels to ferry back and forth from/to the port to load the deep draft VLCCs. Loading and unloading this many times creates significant risk of pollution and increased emissions. I also support the TGL project as the efficiencies derived in the loading process will subsequently lower the cost to export American barrels to import customers that are in need of viable, and reliable, alternative solutions. Our nation has been blessed with natural resources that provide viable security to our nation and that, coupled with the dilligent and creative ingenuity behind the TGL project is simply a responsibility that we have, as a nation, to support.",random,oil_spill_risk|climate_emissions|national_interest,support,reverse_lightering
MARAD-2019-0093-6283,"I am writing to voice my opposition to the HORRIFIC Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, it will cause an incredible 3.8 billion metric tons of greenhouse gas emissions. This will push the world closer to climate catastrophe at a time when it is clear we need to phase out fossil fuels to avoid even more tragic climate disasters like fires, hurricanes, and",random,climate_emissions|air_quality|environmental_justice|wetlands_coast|national_interest,oppose,"public_health, flood_risk, environmental_review, NEPA_process"
MARAD-2019-0093-2268,"I am writing in support of the Texas GulfLink project for both environmental and economic reasons. Companies involved in the production of oil in the United States are on the global forefront of implementing initiatives to improve their environmental footprint. These initiatives include reduced flaring intensity, water intensity and methane emissions. Global demand for oil is unlikely to be materially displaced in the medium-term; therefore, I believe there is a global environmental benefit by supporting production from environmentally conscious companies in the United States as opposed to allowing less environmentally conscious regions such as Russia and the Middle East to bolster production and capture market share. The Texas GulfLink project will allow exports from the United States to be more competitive in the global markets and shift production to the global leader in sustainable development of hydrocarbons. Furthermore, there appears to be local environmental benefits given that pipelines are the safest way to transport oil (which are subject to stringent regulations by governmental authorities) and the project would reduce congestion at onshore ports. This is supported by the project managers plans to operate the project with high-quality safety mechanisms including around-the-clock port monitoring, custody transfer metering, and surge relief. From an economic standpoint, the project will create domestic jobs and wealth across the value chain. This ranges from income to the mineral owners; revenues to the production companies, service companies, and construction companies; and taxation by local, state and federal authorities. Denying this project could further stymy the production of oil in the US and shift the wealth creation opportunities to other countries. The Texas GulfLink project represents an unique organic infrastructure project that not only benefits the United States economy, but is fully-funded by private investment and is not dependent on state ",random,oil_spill_risk|climate_emissions|national_interest,support,water_quality
MARAD-2019-0093-2893,"This is a copy of the Village of Jones Creek Resolution (07-2019A) in opposition, passed by City Council who represents over 2000 people in the Village of Jones Creek, Texas.",random,ATTACH_ONLY,unclear,
MARAD-2019-0093-7695,"You cannot let this project go forward if you want a livable plant for your children and your children's children. 2023 was the hottest year on record, the oceans are heating at a rate that is even baffling to ocean and atmospheric scientists, and we have recently seen 10 degrees C of warming in the Antarctic. Climate change is accelerating faster than predicted, and this Texas GulfLink, which will release a further 3.5 BILLION TONS of climate pollution, will be a disaster for our planet. Stop this. Please. The implications of this project are catastrophic and frightening.",random,climate_emissions,oppose,
